player_value,bid,optimal_bid,bid_value_ratio,auction_type,auction_name,has_clock,is_dynamic,has_dropout_info,source
18.668584246934373,21.15196541787466,18.668584246934373,1.1330246117269493,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
27.203796978457046,24.48475289310354,27.203796978457046,0.9000490965468261,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
43.570262651061036,43.405649148099194,43.570262651061036,0.9962218840799705,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
46.62165907408276,36.88685729158703,46.62165907408276,0.7911957237080102,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
35.63850412433717,35.43852895422713,35.63850412433717,0.9943887888949448,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
3.223826361309756,3.3292339479016912,3.223826361309756,1.0326964218225174,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
47.520553547208685,37.96765961628569,47.520553547208685,0.7989734290146094,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
35.777071815855,38.40741067554381,35.777071815855,1.0735202386944127,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
42.916242190693524,51.624250161845616,42.916242190693524,1.2029070469977086,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
35.969163695487595,35.899327452761945,35.969163695487595,0.9980584412994175,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
17.72206981490013,18.81381968080269,17.72206981490013,1.0616039704902107,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
3.384631089053347,3.8703834682937606,3.384631089053347,1.1435170825002008,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
43.37052179132884,34.3795914317844,43.37052179132884,0.7926948999414155,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
9.94710053592458,10.746057774540487,9.94710053592458,1.0803206156136074,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
32.756198314792826,31.021255179435936,32.756198314792826,0.9470346613888528,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
4.78751256963808,5.4433373900854445,4.78751256963808,1.136986548005438,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
5.795629186943174,5.8011028671150795,5.795629186943174,1.0009444496870568,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
37.158275179911,36.7630411231782,37.158275179911,0.9893634983104254,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
46.211825244288086,50.294740610778696,46.211825244288086,1.0883521770652258,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
30.99346191568798,31.077786323500753,30.99346191568798,1.0027207160026899,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
3.0916034867426276,2.279114097020943,3.0916034867426276,0.7371948268250471,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
10.313828674168308,10.494910521921605,10.313828674168308,1.0175571898151488,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
1.619169732081932,1.5060601836729866,1.619169732081932,0.9301434888709852,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
26.193550725155486,25.916393298342232,26.193550725155486,0.9894188676548125,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
17.589728181830676,13.221098192165492,17.589728181830676,0.7516374360930851,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
12.894522262909957,10.286059141962602,12.894522262909957,0.7977076569598559,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
25.611821516558354,20.212175401987864,25.611821516558354,0.7891736786046415,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
40.55350407707219,42.69525716621622,40.55350407707219,1.052813021658341,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
36.655904958834014,36.63600494562112,36.655904958834014,0.9994571130289854,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
40.376656385935895,41.08158388168738,40.376656385935895,1.0174587882912718,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
13.374394907109405,13.807935226667356,13.374394907109405,1.0324156960048707,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
43.12266406539106,47.7179942678998,43.12266406539106,1.1065641537252986,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
24.030074365909186,19.058079824530466,24.030074365909186,0.7930928358493824,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
29.288198601952114,32.99126043715216,29.288198601952114,1.1264352883401039,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
28.61895523387145,25.870349100590477,28.61895523387145,0.903958543880459,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
27.595048945674357,38.586661647054385,27.595048945674357,1.3983182897417188,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
14.440049944577071,14.553403761766747,14.440049944577071,1.007849960188832,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
22.60676528677847,25.869897532812903,22.60676528677847,1.1443431735871947,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
9.773367776983887,10.410342179519718,9.773367776983887,1.0651745045383327,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
0.2455594957369578,0.2648159951073043,0.2455594957369578,1.078418874874112,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
8.698585369515389,10.67152674019018,8.698585369515389,1.226811750056401,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
13.242780502008989,14.814854480117834,13.242780502008989,1.1187117749078719,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
0.2770191044247805,0.5006195551039284,0.2770191044247805,1.8071661741288407,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
29.009416032474345,29.416226706665405,29.009416032474345,1.0140234010135074,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
35.183333765559475,35.550107220755024,35.183333765559475,1.010424636210983,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
20.769391081383404,16.199274530405432,20.769391081383404,0.7799590496866138,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
10.685249376200462,8.56815643207142,10.685249376200462,0.8018677085024802,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
15.525792264729793,16.217311979930507,15.525792264729793,1.044540059754094,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
18.024067521783838,18.09150531416423,18.024067521783838,1.0037415412641395,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
37.593902700500884,34.218253604725604,37.593902700500884,0.9102075375715034,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
5.702909736242212,5.671897744123144,5.702909736242212,0.9945620755801226,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
26.443909845461466,26.6970451094574,26.443909845461466,1.009572535433499,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
48.58779908842498,48.69388633541743,48.58779908842498,1.0021834133050436,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
2.711501643755149,3.73400337159812,2.711501643755149,1.3770979561077867,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
14.391869988747324,14.20097496571198,14.391869988747324,0.9867359124849933,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
8.571017445313977,8.135099846771261,8.571017445313977,0.9491405073756973,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
14.17460294276296,15.379740608673725,14.17460294276296,1.0850209117516103,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
21.608170961888558,18.06889976455952,21.608170961888558,0.8362068125260842,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
9.128301322065791,9.013722947270645,9.128301322065791,0.9874480069453693,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
11.563292142678078,9.70778516495354,11.563292142678078,0.8395347142639259,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
42.012777590140345,37.953865446101716,42.012777590140345,0.9033886265831854,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
10.23834508394829,12.628739161506088,10.23834508394829,1.2334746541514277,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
38.52367567242504,38.837644614620714,38.52367567242504,1.0081500255807732,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
45.52749411642333,35.044933255563386,45.52749411642333,0.7697531774084944,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
0.9211307398143631,0.7104639528173182,0.9211307398143631,0.7712954547152547,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
24.69977858759415,25.235120678029638,24.69977858759415,1.0216739631303566,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
20.49345537270968,20.876820803949865,20.49345537270968,1.0187067248674275,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
16.307125921240452,24.159872399222557,16.307125921240452,1.4815530655683293,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
22.66740614526135,41.72931846935137,22.66740614526135,1.840939285330401,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
14.35110233092402,14.222614808185618,14.35110233092402,0.991046853421041,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
20.61808332962961,16.69807062361827,20.61808332962961,0.8098750187716038,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
32.29184763325449,32.110660061970776,32.29184763325449,0.9943890614949785,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
30.386379855436253,26.45794003505689,30.386379855436253,0.8707170831448502,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
41.14371896281828,42.128835987031565,41.14371896281828,1.02394331501981,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
2.6595964751970183,2.3550018410696545,2.6595964751970183,0.8854733652386872,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
6.646548338179831,5.890973193214535,6.646548338179831,0.8863206725474275,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
33.726078279424804,33.58120028145704,33.726078279424804,0.9957042738035704,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
46.52068231427146,47.101616040435374,46.52068231427146,1.0124876441458748,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
37.10993053620117,37.16594545195072,37.10993053620117,1.0015094319752205,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
20.618565321098192,19.523115977491834,20.618565321098192,0.9468707290470193,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
40.45329635878301,41.70191278252045,40.45329635878301,1.0308656286662867,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
17.80278422091509,18.047778297462816,17.80278422091509,1.0137615596250333,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
2.864928509587422,3.3234982799241233,2.864928509587422,1.1600632507240958,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
39.93907539979114,33.85301459025896,39.93907539979114,0.8476163819865492,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
23.554962192210837,22.854048361221537,23.554962192210837,0.9702434745906288,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
26.379212687778832,29.641339206755752,26.379212687778832,1.1236627702876145,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
13.610907956080236,13.229252525881645,13.610907956080236,0.9719595906878424,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
30.82010416308188,35.344988739799156,30.82010416308188,1.1468160053182899,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
0.0637500800120705,0.05487356095195715,0.0637500800120705,0.8607606600896397,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
5.485748738643126,5.811645204490871,5.485748738643126,1.0594078368103228,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
14.310751631445706,13.69581485506288,14.310751631445706,0.9570297359482086,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
10.71653177625379,10.464369457918536,10.71653177625379,0.9764697829857597,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
5.873141073090032,5.615404607035534,5.873141073090032,0.9561160777772879,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
28.089733641540633,23.868357159554566,28.089733641540633,0.8497181733420475,2P,Second-Price Sealed-Bid,False,False,False,Breitmoser_2022
